\N	Forest City, IL	forest city-illinois	534
\N	Forest Lake, IL	forest lake-illinois	41669
\N	Forest Park, IL	forest park-illinois	14167
\N	Forest View, IL	forest view-illinois	118474
\N	Forrest, IL	forrest-illinois	1746
\N	Forreston, IL	forreston-illinois	2205
\N	Forsyth, IL	forsyth-illinois	3534
\N	Fort Dearborn, IL	fort dearborn-illinois	66444
\N	Fort Russell, IL	fort russell-illinois	11186
\N	Fort Sheridan, IL	fort sheridan-illinois	0
\N	Foster Pond, IL	foster pond-illinois	16609
\N	Fountain, IL	fountain-illinois	1599
\N	Fountain Bluff, IL	fountain bluff-illinois	193
\N	Fountain Green, IL	fountain green-illinois	4091
\N	Four Mile, IL	four mile-illinois	2022
\N	Fowler, IL	fowler-illinois	1473
\N	Fox Lake, IL	fox lake-illinois	9825
\N	Fox Lake Hills, IL	fox lake hills-illinois	35111
\N	Fox River Grove, IL	fox river grove-illinois	5545
\N	Fox River Grv, IL	fox river grv-illinois	5545
\N	Fox River Valley Gardens, IL	fox river valley gardens-illinois	44095
\N	Fox Rv Vly Gn, IL	fox rv vly gn-illinois	44095
\N	Fox Valley, IL	fox valley-illinois	0
\N	Fox Valley Facility, IL	fox valley facility-illinois	0
\N	Frankfort, IL	frankfort-illinois	30423
\N	Frankfort Heights, IL	frankfort heights-illinois	0
\N	Frankfort Hts, IL	frankfort hts-illinois	0
\N	Franklin, IL	franklin-illinois	1337
\N	Franklin Grove, IL	franklin grove-illinois	1656
\N	Franklin Grv, IL	franklin grv-illinois	1656
\N	Franklin Park, IL	franklin park-illinois	18097
\N	Frederick, IL	frederick-illinois	316
\N	Freeburg, IL	freeburg-illinois	5910
\N	Freeman Spur, IL	freeman spur-illinois	98
\N	Freeport, IL	freeport-illinois	31651
\N	Friendsville, IL	friendsville-illinois	10183
\N	Frisco, IL	frisco-illinois	801
\N	Frogtown, IL	frogtown-illinois	717
\N	Fulton, IL	fulton-illinois	5436
\N	Fults, IL	fults-illinois	1156
\N	Funkhouser, IL	funkhouser-illinois	19096
\N	Funks Grove, IL	funks grove-illinois	1261
\N	Future City, IL	future city-illinois	3147
\N	Gages Lake, IL	gages lake-illinois	36056
\N	Galatia, IL	galatia-illinois	1943
\N	Gale, IL	gale-illinois	1109
\N	Galena, IL	galena-illinois	6821
\N	Galena Knolls, IL	galena knolls-illinois	11204
\N	Galesburg, IL	galesburg-illinois	34788
\N	Galt, IL	galt-illinois	140
\N	Galva, IL	galva-illinois	3312
\N	Ganntown, IL	ganntown-illinois	715
\N	Garber, IL	garber-illinois	4321
\N	Garden Hill, IL	garden hill-illinois	1612
\N	Garden Plain, IL	garden plain-illinois	5436
\N	Garden Pr, IL	garden pr-illinois	1354
\N	Garden Prairie, IL	garden prairie-illinois	1354
\N	Gardner, IL	gardner-illinois	2440
\N	Garfield, IL	garfield-illinois	1457
\N	Garrett, IL	garrett-illinois	1684
\N	Gays, IL	gays-illinois	757
\N	Geff, IL	geff-illinois	835
\N	Genesee, IL	genesee-illinois	7306
\N	Geneseo, IL	geneseo-illinois	11414
\N	Geneva, IL	geneva-illinois	28565
\N	Genoa, IL	genoa-illinois	7248
\N	Georgetown, IL	georgetown-illinois	5101
\N	Gerlaw, IL	gerlaw-illinois	116
\N	German, IL	german-illinois	778
\N	German Valley, IL	german valley-illinois	802
\N	Germantown, IL	germantown-illinois	1794
\N	Germantown Hills, IL	germantown hills-illinois	12085
\N	Germantwn Hls, IL	germantwn hls-illinois	12085
\N	Gibson City, IL	gibson city-illinois	4321
\N	Gifford, IL	gifford-illinois	1256
\N	Gila, IL	gila-illinois	907
\N	Gilberts, IL	gilberts-illinois	7013
\N	Gilead, IL	gilead-illinois	648
\N	Gillespie, IL	gillespie-illinois	4894
\N	Gillum, IL	gillum-illinois	36105
\N	Gilman, IL	gilman-illinois	2131
\N	Gilmore, IL	gilmore-illinois	1623
\N	Gilson, IL	gilson-illinois	951
\N	Girard, IL	girard-illinois	3756
\N	Gladstone, IL	gladstone-illinois	818
\N	Glasford, IL	glasford-illinois	2427
\N	Glen Avon, IL	glen avon-illinois	536
\N	Glen Carbon, IL	glen carbon-illinois	13819
\N	Glen Ellyn, IL	glen ellyn-illinois	37805
\N	Glen Ridge, IL	glen ridge-illinois	2331
\N	Glenarm, IL	glenarm-illinois	912
\N	Glencoe, IL	glencoe-illinois	8153
\N	Glendale Heights, IL	glendale heights-illinois	72186
\N	Glendale Hts, IL	glendale hts-illinois	72186
\N	Glenn, IL	glenn-illinois	444
\N	Glenview, IL	glenview-illinois	52440
\N	Glenwood, IL	glenwood-illinois	9117
\N	Godfrey, IL	godfrey-illinois	16494
\N	Godley, IL	godley-illinois	1684
\N	Golconda, IL	golconda-illinois	3033
\N	Gold Hill, IL	gold hill-illinois	1841
\N	Golden, IL	golden-illinois	874
\N	Golden Eagle, IL	golden eagle-illinois	704
\N	Golden Gate, IL	golden gate-illinois	100
\N	Goldengate, IL	goldengate-illinois	100
\N	Golf, IL	golf-illinois	482
\N	Good Hope, IL	good hope-illinois	760
\N	Goode, IL	goode-illinois	2940
\N	Goodenow, IL	goodenow-illinois	7797
\N	Goodfield, IL	goodfield-illinois	1144
\N	Goodwine, IL	goodwine-illinois	0
\N	Goofy Ridge, IL	goofy ridge-illinois	624
\N	Gordons, IL	gordons-illinois	11467
\N	Goreville, IL	goreville-illinois	3119
\N	Gorham, IL	gorham-illinois	445
\N	Goshen, IL	goshen-illinois	1961
\N	Gossett, IL	gossett-illinois	2682
\N	Graceland, IL	graceland-illinois	65996
\N	Grafton, IL	grafton-illinois	1993
\N	Grand Chain, IL	grand chain-illinois	808
\N	Grand Crossing, IL	grand crossing-illinois	63825
\N	Grand Detour, IL	grand detour-illinois	23745
\N	Grand Oaks, IL	grand oaks-illinois	1629
\N	Grand Prairie, IL	grand prairie-illinois	2097
\N	Grand Ridge, IL	grand ridge-illinois	1073
\N	Grand Tower, IL	grand tower-illinois	707
\N	Grandview, IL	grandview-illinois	37281
\N	Granite City, IL	granite city-illinois	43735
\N	Grant Park, IL	grant park-illinois	3369
\N	Grantfork, IL	grantfork-illinois	15971
\N	Grantsburg, IL	grantsburg-illinois	715
\N	Granville, IL	granville-illinois	2452
\N	Graymont, IL	graymont-illinois	212
\N	Grayslake, IL	grayslake-illinois	36056
\N	Grayville, IL	grayville-illinois	2083
\N	Great Lakes, IL	great lakes-illinois	15761
\N	Green Creek, IL	green creek-illinois	19096
\N	Green Oaks, IL	green oaks-illinois	59812
\N	Green Rock, IL	green rock-illinois	7124
\N	Green Valley, IL	green valley-illinois	1737
\N	Greenbush, IL	greenbush-illinois	1747
\N	Greenfield, IL	greenfield-illinois	2009
\N	Greenup, IL	greenup-illinois	3104
\N	Greenview, IL	greenview-illinois	1440
\N	Greenville, IL	greenville-illinois	10355
\N	Greenwood, IL	greenwood-illinois	32228
\N	Gridley, IL	gridley-illinois	2031
\N	Grigg, IL	grigg-illinois	6690
\N	Griggsville, IL	griggsville-illinois	1715
\N	Grimsby, IL	grimsby-illinois	445
\N	Grisham, IL	grisham-illinois	347
\N	Groveland, IL	groveland-illinois	1629
\N	Grover, IL	grover-illinois	8867
\N	Gulfport, IL	gulfport-illinois	483
\N	Gurnee, IL	gurnee-illinois	37947
\N	Hafer, IL	hafer-illinois	9793
\N	Hagaman, IL	hagaman-illinois	532
\N	Hagarstown, IL	hagarstown-illinois	10233
\N	Hahnaman, IL	hahnaman-illinois	1640
\N	Haines, IL	haines-illinois	1034
\N	Hainesville, IL	hainesville-illinois	96058
\N	Haldane, IL	haldane-illinois	2205
\N	Half Day, IL	half day-illinois	8384
\N	Hallidayboro, IL	hallidayboro-illinois	1592
\N	Hallsville, IL	hallsville-illinois	10015
\N	Hamburg, IL	hamburg-illinois	647
\N	Hamel, IL	hamel-illinois	713
\N	Hamilton, IL	hamilton-illinois	3610
\N	Hamlet, IL	hamlet-illinois	5627
\N	Hamletsburg, IL	hamletsburg-illinois	2865
\N	Hammond, IL	hammond-illinois	769
\N	Hampshire, IL	hampshire-illinois	14341
\N	Hampton, IL	hampton-illinois	1822
\N	Hanaford, IL	hanaford-illinois	324
\N	Hanna, IL	hanna-illinois	11414
\N	Hanna City, IL	hanna city-illinois	2919
\N	Hanover, IL	hanover-illinois	1327
\N	Hanover Park, IL	hanover park-illinois	38103
\N	Harco, IL	harco-illinois	1943
\N	Hardin, IL	hardin-illinois	1555
\N	Harding, IL	harding-illinois	3580
\N	Hardinville, IL	hardinville-illinois	11467
\N	Harmon, IL	harmon-illinois	527
\N	Harmony, IL	harmony-illinois	4091
\N	Harp Township, IL	harp township-illinois	10015
\N	Harrisburg, IL	harrisburg-illinois	12930
\N	Harrisonville, IL	harrisonville-illinois	1599
\N	Harristown, IL	harristown-illinois	92
\N	Hartford, IL	hartford-illinois	1459
\N	Hartsburg, IL	hartsburg-illinois	526
\N	Harvard, IL	harvard-illinois	13922
\N	Harvel, IL	harvel-illinois	378
\N	Harvey, IL	harvey-illinois	41797
\N	Harwood Heights, IL	harwood heights-illinois	50747
\N	Harwood Hts, IL	harwood hts-illinois	50747
\N	Havana, IL	havana-illinois	5385
\N	Hawthorn Wds, IL	hawthorn wds-illinois	41669
\N	Hawthorn Woods, IL	hawthorn woods-illinois	41669
\N	Hazel Crest, IL	hazel crest-illinois	15630
\N	Hazel Dell, IL	hazel dell-illinois	3104
\N	Heartville, IL	heartville-illinois	19096
\N	Heathsville, IL	heathsville-illinois	1702
\N	Hebron, IL	hebron-illinois	2040
\N	Hecker, IL	hecker-illinois	320
\N	Hegeler, IL	hegeler-illinois	37290
\N	Hegewisch, IL	hegewisch-illinois	12927
\N	Helena, IL	helena-illinois	4848
\N	Helm, IL	helm-illinois	2205
\N	Helmar, IL	helmar-illinois	3148
\N	Heman, IL	heman-illinois	1513
\N	Henderson, IL	henderson-illinois	269
\N	Henderson Grove, IL	henderson grove-illinois	34788
\N	Hennepin, IL	hennepin-illinois	1235
\N	Henning, IL	henning-illinois	227
\N	Henry, IL	henry-illinois	2974
\N	Henton, IL	henton-illinois	7538
\N	Herald, IL	herald-illinois	2682
\N	Heralds Prairie, IL	heralds prairie-illinois	2682
\N	Herbert, IL	herbert-illinois	2627
\N	Herborn, IL	herborn-illinois	858
\N	Hermon, IL	hermon-illinois	822
\N	Herod, IL	herod-illinois	539
\N	Herrick, IL	herrick-illinois	1232
\N	Herrin, IL	herrin-illinois	12865
\N	Herscher, IL	herscher-illinois	2039
\N	Hersman, IL	hersman-illinois	5637
\N	Hervey City, IL	hervey city-illinois	6269
\N	Hettick, IL	hettick-illinois	488
\N	Hewittsville, IL	hewittsville-illinois	16355
\N	Heyworth, IL	heyworth-illinois	4408
\N	Hickory Hills, IL	hickory hills-illinois	14049
\N	Hidalgo, IL	hidalgo-illinois	571
\N	High Meadows, IL	high meadows-illinois	10941
\N	Highland, IL	highland-illinois	15971
\N	Highland Park, IL	highland park-illinois	29763
\N	Highwood, IL	highwood-illinois	5431
\N	Hillcrest, IL	hillcrest-illinois	14858
\N	Hillerman, IL	hillerman-illinois	808
\N	Hillsboro, IL	hillsboro-illinois	8470
\N	Hillsdale, IL	hillsdale-illinois	1210
\N	Hillside, IL	hillside-illinois	13320
\N	Hilltop, IL	hilltop-illinois	3012
\N	Hillview, IL	hillview-illinois	473
\N	Hinckley, IL	hinckley-illinois	2886
\N	Hindsboro, IL	hindsboro-illinois	515
\N	Hines, IL	hines-illinois	224
\N	Hinsdale, IL	hinsdale-illinois	27487
\N	Hinton, IL	hinton-illinois	1532
\N	Hittle, IL	hittle-illinois	613
\N	Hodgkins, IL	hodgkins-illinois	31168
\N	Hoffman, IL	hoffman-illinois	504
\N	Hoffman Est, IL	hoffman est-illinois	200811
\N	Hoffman Estates, IL	hoffman estates-illinois	149856
\N	Holcomb, IL	holcomb-illinois	131
\N	Holder, IL	holder-illinois	1808
\N	Holiday Hills, IL	holiday hills-illinois	56812
\N	Holiday Shores, IL	holiday shores-illinois	33748
\N	Hollis, IL	hollis-illinois	10941
\N	Hollowayville, IL	hollowayville-illinois	11281
\N	Hollywood Heights, IL	hollywood heights-illinois	7260
\N	Holmes Center, IL	holmes center-illinois	11204
\N	Homer, IL	homer-illinois	1842
\N	Homer Glen, IL	homer glen-illinois	59612
\N	Hometown, IL	hometown-illinois	4349
\N	Homewood, IL	homewood-illinois	29497
\N	Honey Creek, IL	honey creek-illinois	946
\N	Hookdale, IL	hookdale-illinois	636
\N	Hoopeston, IL	hoopeston-illinois	6181
\N	Hooppole, IL	hooppole-illinois	204
\N	Hoosier, IL	hoosier-illinois	2981
\N	Hopedale, IL	hopedale-illinois	1560
\N	Hopewell, IL	hopewell-illinois	1504
\N	Hopewell Estates, IL	hopewell estates-illinois	1504
\N	Hopkins Park, IL	hopkins park-illinois	0
\N	Hopper, IL	hopper-illinois	1324
\N	Hord, IL	hord-illinois	2981
\N	Hornsby, IL	hornsby-illinois	8930
\N	Houston, IL	houston-illinois	6008
\N	Howardton, IL	howardton-illinois	707
\N	Howe, IL	howe-illinois	1647
\N	Hoyleton, IL	hoyleton-illinois	1014
\N	Hubly, IL	hubly-illinois	1440
\N	Hudson, IL	hudson-illinois	2782
\N	Huegely, IL	huegely-illinois	1014
\N	Huey, IL	huey-illinois	0
\N	Hull, IL	hull-illinois	712
\N	Humboldt, IL	humboldt-illinois	1255
\N	Hume, IL	hume-illinois	456
\N	Hunt, IL	hunt-illinois	787
\N	Hunt City, IL	hunt city-illinois	787
\N	Huntley, IL	huntley-illinois	26447
\N	Huntsville, IL	huntsville-illinois	138
\N	Hurst, IL	hurst-illinois	810
\N	Hutsonville, IL	hutsonville-illinois	998
\N	Idlewood, IL	idlewood-illinois	24108
\N	Illinois City, IL	illinois city-illinois	1276
\N	Illiopolis, IL	illiopolis-illinois	1358
\N	Imbs, IL	imbs-illinois	1966
\N	Ina, IL	ina-illinois	2631
\N	Ind Head Park, IL	ind head park-illinois	31168
\N	Ind Head Pk, IL	ind head pk-illinois	31168
\N	Indian Creek, IL	indian creek-illinois	25748
\N	Indian Head Park, IL	indian head park-illinois	31168
\N	Indian Head Pk, IL	indian head pk-illinois	31168
\N	Indianhead Park, IL	indianhead park-illinois	31168
\N	Indianhead Pk, IL	indianhead pk-illinois	31168
\N	Indianola, IL	indianola-illinois	671
\N	Industry, IL	industry-illinois	766
\N	Ingleside, IL	ingleside-illinois	9250
\N	Ingraham, IL	ingraham-illinois	330
\N	Inverness, IL	inverness-illinois	82680
\N	Iola, IL	iola-illinois	1497
\N	Ipava, IL	ipava-illinois	897
\N	Irene, IL	irene-illinois	4837
\N	Irishtown, IL	irishtown-illinois	696
\N	Iroquois, IL	iroquois-illinois	153
\N	Irving, IL	irving-illinois	950
\N	Irvington, IL	irvington-illinois	636
\N	Irwin, IL	irwin-illinois	37157
\N	Island Grove, IL	island grove-illinois	3741
\N	Island Lake, IL	island lake-illinois	8547
\N	Itasca, IL	itasca-illinois	10360
\N	Iuka, IL	iuka-illinois	2205
\N	Ivesdale, IL	ivesdale-illinois	436
\N	Jackson Park, IL	jackson park-illinois	49503
\N	Jacksonville, IL	jacksonville-illinois	26992
\N	Jacob, IL	jacob-illinois	193
\N	Jamestown, IL	jamestown-illinois	3621
\N	Janesville, IL	janesville-illinois	1316
\N	Jasper, IL	jasper-illinois	8867
\N	Jefferson, IL	jefferson-illinois	54093
\N	Jefferson Park, IL	jefferson park-illinois	54093
\N	Jefferson Pk, IL	jefferson pk-illinois	54093
\N	Jeffersonville, IL	jeffersonville-illinois	835
\N	Jeiseyville, IL	jeiseyville-illinois	16355
\N	Jenkins, IL	jenkins-illinois	10015
\N	Jerome, IL	jerome-illinois	39831
\N	Jersey, IL	jersey-illinois	13002
\N	Jerseyville, IL	jerseyville-illinois	13002
\N	Jewett, IL	jewett-illinois	562
\N	Johnsburg, IL	johnsburg-illinois	56812
\N	Johnsonville, IL	johnsonville-illinois	381
\N	Johnston City, IL	johnston city-illinois	5352
\N	Joliet, IL	joliet-illinois	163278
\N	Jonesboro, IL	jonesboro-illinois	3372
\N	Jonesville, IL	jonesville-illinois	4696
\N	Joppa, IL	joppa-illinois	360
\N	Joshua, IL	joshua-illinois	676
\N	Joy, IL	joy-illinois	856
\N	Junction, IL	junction-illinois	515
\N	Junction City, IL	junction city-illinois	2331
\N	Justice, IL	justice-illinois	14428
\N	Kampsville, IL	kampsville-illinois	650
\N	Kane, IL	kane-illinois	872
\N	Kaneville, IL	kaneville-illinois	58
\N	Kangley, IL	kangley-illinois	20133
\N	Kankakee, IL	kankakee-illinois	37157
\N	Kansas, IL	kansas-illinois	1141
\N	Kappa, IL	kappa-illinois	4212
\N	Karbers Ridge, IL	karbers ridge-illinois	0
\N	Karnak, IL	karnak-illinois	869
\N	Kasbeer, IL	kasbeer-illinois	42
\N	Kaufman, IL	kaufman-illinois	1752
\N	Keenes, IL	keenes-illinois	329
\N	Keeneyville, IL	keeneyville-illinois	24537
\N	Keensburg, IL	keensburg-illinois	160
\N	Keith, IL	keith-illinois	410
\N	Keithsburg, IL	keithsburg-illinois	762
\N	Kell, IL	kell-illinois	1034
\N	Kellerville, IL	kellerville-illinois	1361
\N	Kemper, IL	kemper-illinois	1214
\N	Kempton, IL	kempton-illinois	426
\N	Kenilworth, IL	kenilworth-illinois	2513
\N	Kenney, IL	kenney-illinois	556
\N	Kent, IL	kent-illinois	232
\N	Kernan, IL	kernan-illinois	20133
\N	Kerrik, IL	kerrik-illinois	36105
\N	Kewanee, IL	kewanee-illinois	14214
\N	Keyesport, IL	keyesport-illinois	696
\N	Kibble, IL	kibble-illinois	3175
\N	Kickapoo, IL	kickapoo-illinois	2668
\N	Kilbourne, IL	kilbourne-illinois	568
\N	Kildeer, IL	kildeer-illinois	124749
\N	Kincaid, IL	kincaid-illinois	1492
\N	Kinderhook, IL	kinderhook-illinois	357
\N	Kingman, IL	kingman-illinois	1294
\N	Kings, IL	kings-illinois	14858
\N	Kingston, IL	kingston-illinois	2627
\N	Kingston Mine, IL	kingston mine-illinois	205
\N	Kingston Mines, IL	kingston mines-illinois	205
\N	Kinkaid, IL	kinkaid-illinois	2164
\N	Kinmundy, IL	kinmundy-illinois	1776
\N	Kinsman, IL	kinsman-illinois	187
\N	Kirkland, IL	kirkland-illinois	2713
\N	Kirksville, IL	kirksville-illinois	8017
\N	Kirkwood, IL	kirkwood-illinois	924
\N	Klondike, IL	klondike-illinois	3147
\N	Knight Prairie, IL	knight prairie-illinois	5748
\N	Knollwood, IL	knollwood-illinois	9792
\N	Knoxville, IL	knoxville-illinois	3823
\N	Kortcamp, IL	kortcamp-illinois	8470
\N	Kumler, IL	kumler-illinois	536
\N	La Clede, IL	la clede-illinois	1085
\N	La Crosse, IL	la crosse-illinois	1742
\N	La Fayette, IL	la fayette-illinois	512
\N	La Gran Hghls, IL	la gran hghls-illinois	31168
\N	La Grange, IL	la grange-illinois	31168
\N	La Grange Highlands, IL	la grange highlands-illinois	31168
\N	La Grange Park, IL	la grange park-illinois	13576
\N	La Grange Pk, IL	la grange pk-illinois	13576
\N	La Grng Pk, IL	la grng pk-illinois	13576
\N	La Harpe, IL	la harpe-illinois	1742
\N	La Moille, IL	la moille-illinois	1483
\N	La Place, IL	la place-illinois	243
\N	La Prairie, IL	la prairie-illinois	178
\N	La Rose, IL	la rose-illinois	136
\N	La Salle, IL	la salle-illinois	10588
\N	Laclede, IL	laclede-illinois	1085
\N	Lacon, IL	lacon-illinois	2916
\N	Ladd, IL	ladd-illinois	1303
\N	Ladd Junction, IL	ladd junction-illinois	1303
\N	Lafox, IL	lafox-illinois	0
\N	Lagrange Hlds, IL	lagrange hlds-illinois	31168
\N	Lake Barrington, IL	lake barrington-illinois	60866
\N	Lake Barrington Shores, IL	lake barrington shores-illinois	44095
\N	Lake Bluff, IL	lake bluff-illinois	9792
\N	Lake Camelot, IL	lake camelot-illinois	3779
\N	Lake Carroll, IL	lake carroll-illinois	2831
\N	Lake Centralia, IL	lake centralia-illinois	298
\N	Lake City, IL	lake city-illinois	2022
\N	Lake Crest, IL	lake crest-illinois	3119
\N	Lake Forest, IL	lake forest-illinois	20925
\N	Lake Fork, IL	lake fork-illinois	57
\N	Lake In The Hills, IL	lake in the hills-illinois	61180
\N	Lake Keho, IL	lake keho-illinois	3313
\N	Lake Lancelot, IL	lake lancelot-illinois	3779
\N	Lake Of The Woods, IL	lake of the woods-illinois	9021
\N	Lake Sara, IL	lake sara-illinois	19096
\N	Lake Tacoma, IL	lake tacoma-illinois	27182
\N	Lake Thunderbird, IL	lake thunderbird-illinois	754
\N	Lake Villa, IL	lake villa-illinois	35111
\N	Lake Wildwood, IL	lake wildwood-illinois	628
\N	Lake Zurich, IL	lake zurich-illinois	41669
\N	Lakemoor, IL	lakemoor-illinois	56812
\N	Lakeview, IL	lakeview-illinois	48281
\N	Lakewood, IL	lakewood-illinois	48983
\N	Lakewood Park, IL	lakewood park-illinois	27182
\N	Lamard, IL	lamard-illinois	835
\N	Lamb, IL	lamb-illinois	1003
\N	Lamotte, IL	lamotte-illinois	2156
\N	Lanark, IL	lanark-illinois	2831
\N	Lancaster, IL	lancaster-illinois	0
\N	Lane, IL	lane-illinois	133
\N	Lanesville, IL	lanesville-illinois	961
\N	Langleyville, IL	langleyville-illinois	16355
\N	Lansing, IL	lansing-illinois	28884
\N	Larchland, IL	larchland-illinois	11643
\N	Larkinsburg, IL	larkinsburg-illinois	1085
\N	Latham, IL	latham-illinois	540
\N	Laura, IL	laura-illinois	393
\N	Lawn Ridge, IL	lawn ridge-illinois	1088
\N	Lawndale, IL	lawndale-illinois	124
\N	Lawrence, IL	lawrence-illinois	7536
\N	Lawrenceville, IL	lawrenceville-illinois	7536
\N	Le Roy, IL	le roy-illinois	4339
\N	Leaf River, IL	leaf river-illinois	1711
\N	Lebanon, IL	lebanon-illinois	6089
\N	Lee, IL	lee-illinois	649
\N	Lee Center, IL	lee center-illinois	55
\N	Leeds, IL	leeds-illinois	1457
\N	Leland, IL	leland-illinois	1902
\N	Leland Grove, IL	leland grove-illinois	39831
\N	Lemont, IL	lemont-illinois	22919
\N	Lena, IL	lena-illinois	4360
\N	Lenzburg, IL	lenzburg-illinois	1001
\N	Leon Corners, IL	leon corners-illinois	3355
\N	Leonore, IL	leonore-illinois	134
\N	Lerna, IL	lerna-illinois	1316
\N	Leroy, IL	leroy-illinois	4339
\N	Levan, IL	levan-illinois	15607
\N	Lewistown, IL	lewistown-illinois	3794
\N	Lexington, IL	lexington-illinois	3012
\N	Liberty, IL	liberty-illinois	2282
\N	Libertyville, IL	libertyville-illinois	29095
\N	Lick Creek, IL	lick creek-illinois	1179
\N	Lilly, IL	lilly-illinois	4669
\N	Lillyville, IL	lillyville-illinois	19096
\N	Lily Lake, IL	lily lake-illinois	29625
\N	Lima, IL	lima-illinois	170
\N	Limerick, IL	limerick-illinois	977
\N	Lincoln, IL	lincoln-illinois	20405
\N	Lincoln Nw Sl, IL	lincoln nw sl-illinois	0
\N	Lincoln Park, IL	lincoln park-illinois	66617
\N	Lincolns New Salem, IL	lincolns new salem-illinois	0
\N	Lincolnshire, IL	lincolnshire-illinois	8384
\N	Lincolnshire Woods, IL	lincolnshire woods-illinois	20925
\N	Lincolnwood, IL	lincolnwood-illinois	39767
\N	Lindenhurst, IL	lindenhurst-illinois	35111
\N	Lindenwood, IL	lindenwood-illinois	585
\N	Lisbon, IL	lisbon-illinois	3148
\N	Lisle, IL	lisle-illinois	27066
\N	Litchfield, IL	litchfield-illinois	8930
\N	Literberry, IL	literberry-illinois	26992
\N	Little America, IL	little america-illinois	3794
\N	Little Indian, IL	little indian-illinois	2426
\N	Little Mackinaw, IL	little mackinaw-illinois	1534
\N	Little Rock, IL	little rock-illinois	12940
\N	Little York, IL	little york-illinois	781
\N	Littleton, IL	littleton-illinois	293
\N	Lively Grove, IL	lively grove-illinois	738
\N	Liverpool, IL	liverpool-illinois	151
\N	Livingston, IL	livingston-illinois	843
\N	Lk Barrington, IL	lk barrington-illinois	60866
\N	Lk In The Hills, IL	lk in the hills-illinois	28987
\N	Lk In The Hls, IL	lk in the hls-illinois	61180
\N	Loami, IL	loami-illinois	1213
\N	Lockport, IL	lockport-illinois	99419
\N	Loda, IL	loda-illinois	1533
\N	Lodge, IL	lodge-illinois	7433
\N	Logan, IL	logan-illinois	324
\N	Lomax, IL	lomax-illinois	725
\N	Lombard, IL	lombard-illinois	51468
\N	Lombardville, IL	lombardville-illinois	1392
\N	London Mills, IL	london mills-illinois	713
\N	Lone Tree, IL	lone tree-illinois	1489
\N	Long Creek, IL	long creek-illinois	35851
\N	Long Grove, IL	long grove-illinois	78858
\N	Long Lake, IL	long lake-illinois	9250
\N	Long Point, IL	long point-illinois	381
\N	Longview, IL	longview-illinois	261
\N	Loogootee, IL	loogootee-illinois	1497
\N	Loraine, IL	loraine-illinois	636
\N	Loran, IL	loran-illinois	1983
\N	Lorenzo, IL	lorenzo-illinois	11851
\N	Lostant, IL	lostant-illinois	741
\N	Lou Del, IL	lou del-illinois	16609
\N	Louisville, IL	louisville-illinois	2981
\N	Lovejoy, IL	lovejoy-illinois	746
\N	Loves Park, IL	loves park-illinois	46672
\N	Lovington, IL	lovington-illinois	2022
\N	Lowder, IL	lowder-illinois	0
\N	Lowell, IL	lowell-illinois	1460
\N	Lowpoint, IL	lowpoint-illinois	646
\N	Ludlow, IL	ludlow-illinois	636
\N	Lukin, IL	lukin-illinois	3064
\N	Lumaghi Heights, IL	lumaghi heights-illinois	33430
\N	Luther, IL	luther-illinois	3042
\N	Lynchburg, IL	lynchburg-illinois	762
\N	Lyndon, IL	lyndon-illinois	975
\N	Lynn, IL	lynn-illinois	1188
\N	Lynn Center, IL	lynn center-illinois	1188
\N	Lynnville, IL	lynnville-illinois	26992
\N	Lynwood, IL	lynwood-illinois	58136
\N	Lyons, IL	lyons-illinois	10649
\N	Lyttleville, IL	lyttleville-illinois	4408
\N	Macedonia, IL	macedonia-illinois	524
\N	Machesney Park, IL	machesney park-illinois	71250
\N	Machesney Pk, IL	machesney pk-illinois	71250
\N	Mackinaw, IL	mackinaw-illinois	4669
\N	Macomb, IL	macomb-illinois	22086
\N	Macon, IL	macon-illinois	1776
\N	Madison, IL	madison-illinois	4847
\N	Madonnaville, IL	madonnaville-illinois	16609
\N	Maeystown, IL	maeystown-illinois	0
\N	Magnolia, IL	magnolia-illinois	628
\N	Mahomet, IL	mahomet-illinois	13206
\N	Makanda, IL	makanda-illinois	2262
\N	Malden, IL	malden-illinois	478
\N	Malta, IL	malta-illinois	1794
\N	Malvern, IL	malvern-illinois	7306
\N	Manchester, IL	manchester-illinois	292
\N	Manhattan, IL	manhattan-illinois	9924
\N	Manito, IL	manito-illinois	4276
\N	Manlius, IL	manlius-illinois	284
\N	Mansfield, IL	mansfield-illinois	1438
\N	Manteno, IL	manteno-illinois	12168
\N	Manville, IL	manville-illinois	1293
\N	Maple Park, IL	maple park-illinois	4061
\N	Maple Point, IL	maple point-illinois	3104
\N	Mapleton, IL	mapleton-illinois	3779
\N	Maquon, IL	maquon-illinois	822
\N	Marblehead, IL	marblehead-illinois	33758
\N	Marcelline, IL	marcelline-illinois	1198
\N	Marcoe, IL	marcoe-illinois	24108
\N	Mardell Manor, IL	mardell manor-illinois	10941
\N	Marengo, IL	marengo-illinois	12533
\N	Marietta, IL	marietta-illinois	433
\N	Marine, IL	marine-illinois	1718
\N	Marion, IL	marion-illinois	26948
\N	Marissa, IL	marissa-illinois	3214
\N	Mark, IL	mark-illinois	292
\N	Markham, IL	markham-illinois	41797
\N	Marlow, IL	marlow-illinois	1178
\N	Maroa, IL	maroa-illinois	2337
\N	Marquette Heights, IL	marquette heights-illinois	43810
\N	Marquette Hts, IL	marquette hts-illinois	43810
